Año,Mes,Fecha,Precio,Mineral,Unidad de medida,Numero Índice
2002,7,2002M07,7142.72,Níquel,Dólar por Tonelada Métrica (USD/t),61.986151284073976
2002,8,2002M08,6717.14,Níquel,Dólar por Tonelada Métrica (USD/t),58.2928710962077
2002,9,2002M09,6640.24,Níquel,Dólar por Tonelada Métrica (USD/t),57.62551537825358
2002,10,2002M10,6804.46,Níquel,Dólar por Tonelada Métrica (USD/t),59.050653947856006
2002,11,2002M11,7313.93,Níquel,Dólar por Tonelada Métrica (USD/t),63.47195066601059
2002,12,2002M12,7193.16,Níquel,Dólar por Tonelada Métrica (USD/t),62.42388109439395
2003,1,2003M01,8026.02,Níquel,Dólar por Tonelada Métrica (USD/t),69.65162990135458
2003,2,2003M02,8623.0,Níquel,Dólar por Tonelada Métrica (USD/t),74.8323583344398
2003,3,2003M03,8378.81,Níquel,Dólar por Tonelada Métrica (USD/t),72.7132218875319
2003,4,2003M04,7910.12,Níquel,Dólar por Tonelada Métrica (USD/t),68.64582329913243
2003,5,2003M05,8330.62,Níquel,Dólar por Tonelada Métrica (USD/t),72.29501808976586
2003,6,2003M06,8874.76,Níquel,Dólar por Tonelada Métrica (USD/t),77.01718896580691
2003,7,2003M07,8797.39,Níquel,Dólar por Tonelada Métrica (USD/t),76.34575448078597
2003,8,2003M08,9351.38,Níquel,Dólar por Tonelada Métrica (USD/t),81.1534059006742
2003,9,2003M09,9965.34,Níquel,Dólar por Tonelada Métrica (USD/t),86.48149064183305
2003,10,2003M10,11047.17,Níquel,Dólar por Tonelada Métrica (USD/t),95.86985782459392
2003,11,2003M11,12086.5,Níquel,Dólar por Tonelada Métrica (USD/t),104.88940032578067
2003,12,2003M12,14162.5,Níquel,Dólar por Tonelada Métrica (USD/t),122.90540124220153
2004,1,2004M01,15326.55,Níquel,Dólar por Tonelada Métrica (USD/t),133.0072923148218
2004,2,2004M02,15145.12,Níquel,Dólar por Tonelada Métrica (USD/t),131.4328014447514
2004,3,2004M03,13715.0,Níquel,Dólar por Tonelada Métrica (USD/t),119.02189430092103
2004,4,2004M04,12848.12,Níquel,Dólar por Tonelada Métrica (USD/t),111.49891218414506
2004,5,2004M05,11118.29,Níquel,Dólar por Tonelada Métrica (USD/t),96.48705338585397
2004,6,2004M06,13533.52,Níquel,Dólar por Tonelada Métrica (USD/t),117.4469695194605
2004,7,2004M07,15023.3,Níquel,Dólar por Tonelada Métrica (USD/t),130.3756197339429
2004,8,2004M08,13679.52,Níquel,Dólar por Tonelada Métrica (USD/t),118.71399077851514
2004,9,2004M09,13270.91,Níquel,Dólar por Tonelada Métrica (USD/t),115.16798011644447
2004,10,2004M10,14404.29,Níquel,Dólar por Tonelada Métrica (USD/t),125.00370994238526
2004,11,2004M11,14045.46,Níquel,Dólar por Tonelada Métrica (USD/t),121.8897014602854
2004,12,2004M12,13768.81,Níquel,Dólar por Tonelada Métrica (USD/t),119.48886973893286
2005,1,2005M01,14505.0,Níquel,Dólar por Tonelada Métrica (USD/t),125.8776942642989
2005,2,2005M02,15349.5,Níquel,Dólar por Tonelada Métrica (USD/t),133.2064576428718
2005,3,2005M03,16190.65,Níquel,Dólar por Tonelada Métrica (USD/t),140.50614895830893
2005,4,2005M04,16141.91,Níquel,Dólar por Tonelada Métrica (USD/t),140.0831721352519
2005,5,2005M05,16931.5,Níquel,Dólar por Tonelada Métrica (USD/t),146.93541402523107
2005,6,2005M06,16159.54,Níquel,Dólar por Tonelada Métrica (USD/t),140.23616929139666
2005,7,2005M07,14580.71,Níquel,Dólar por Tonelada Métrica (USD/t),126.53472289116894
2005,8,2005M08,14892.73,Níquel,Dólar por Tonelada Métrica (USD/t),129.24250352986914
2005,9,2005M09,14228.18,Níquel,Dólar por Tonelada Métrica (USD/t),123.47538724422009
2005,10,2005M10,12402.86,Níquel,Dólar por Tonelada Métrica (USD/t),107.63484447314045
2005,11,2005M11,12115.68,Níquel,Dólar por Tonelada Métrica (USD/t),105.14263101303555
2005,12,2005M12,13429.25,Níquel,Dólar por Tonelada Métrica (USD/t),116.54209070657262
2006,1,2006M01,14555.24,Níquel,Dólar por Tonelada Métrica (USD/t),126.31368842905853
2006,2,2006M02,14978.75,Níquel,Dólar por Tonelada Métrica (USD/t),129.9890046853752
2006,3,2006M03,14897.39,Níquel,Dólar por Tonelada Métrica (USD/t),129.28294407142528
2006,4,2006M04,17942.22,Níquel,Dólar por Tonelada Métrica (USD/t),155.70667242900993
2006,5,2006M05,21077.14,Níquel,Dólar por Tonelada Métrica (USD/t),182.9122223292537
2006,6,2006M06,20754.54,Níquel,Dólar por Tonelada Métrica (USD/t),180.11262604041104
2006,7,2006M07,26586.19,Níquel,Dólar por Tonelada Métrica (USD/t),230.7210132004523
2006,8,2006M08,30743.64,Níquel,Dólar por Tonelada Métrica (USD/t),266.80031137481353
2006,9,2006M09,30130.71,Níquel,Dólar por Tonelada Métrica (USD/t),261.48116520829046
2006,10,2006M10,32702.96,Níquel,Dólar por Tonelada Métrica (USD/t),283.8037366713269
2006,11,2006M11,32113.86,Níquel,Dólar por Tonelada Métrica (USD/t),278.6913926733194
2006,12,2006M12,34570.26,Níquel,Dólar por Tonelada Métrica (USD/t),300.00859144552373
2007,1,2007M01,36811.14,Níquel,Dólar por Tonelada Métrica (USD/t),319.45545856189614
2007,2,2007M02,41184.25,Níquel,Dólar por Tonelada Métrica (USD/t),357.4063033439815
2007,3,2007M03,46324.77,Níquel,Dólar por Tonelada Métrica (USD/t),402.01690692340327
2007,4,2007M04,50266.84,Níquel,Dólar por Tonelada Métrica (USD/t),436.22708839382483
2007,5,2007M05,52179.05,Níquel,Dólar por Tonelada Métrica (USD/t),452.8216823785981
2007,6,2007M06,41718.57,Níquel,Dólar por Tonelada Métrica (USD/t),362.04325402300947
2007,7,2007M07,33425.68,Níquel,Dólar por Tonelada Métrica (USD/t),290.0756654682034
2007,8,2007M08,27652.27,Níquel,Dólar por Tonelada Métrica (USD/t),239.9726982953357
2007,9,2007M09,29537.5,Níquel,Dólar por Tonelada Métrica (USD/t),256.3331536940178
2007,10,2007M10,31055.44,Níquel,Dólar por Tonelada Métrica (USD/t),269.50618280339734
2007,11,2007M11,30610.23,Níquel,Dólar por Tonelada Métrica (USD/t),265.6425490037828
2007,12,2007M12,25991.94,Níquel,Dólar por Tonelada Métrica (USD/t),225.56397632926584
2008,1,2008M01,27689.54,Níquel,Dólar por Tonelada Métrica (USD/t),240.29613584550674
2008,2,2008M02,27955.48,Níquel,Dólar por Tonelada Métrica (USD/t),242.60402374710256
2008,3,2008M03,31225.26,Níquel,Dólar por Tonelada Métrica (USD/t),270.97991944868954
2008,4,2008M04,28763.18,Níquel,Dólar por Tonelada Métrica (USD/t),249.61342834257132
2008,5,2008M05,25735.0,Níquel,Dólar por Tonelada Métrica (USD/t),223.3341924778857
2008,6,2008M06,22549.05,Níquel,Dólar por Tonelada Métrica (USD/t),195.68579261291893
2008,7,2008M07,20160.22,Níquel,Dólar por Tonelada Métrica (USD/t),174.95498169327846
2008,8,2008M08,18927.75,Níquel,Dólar por Tonelada Métrica (USD/t),164.25932627446284
2008,9,2008M09,17794.54,Níquel,Dólar por Tonelada Métrica (USD/t),154.42507174724835
2008,10,2008M10,12139.78,Níquel,Dólar por Tonelada Métrica (USD/t),105.3517763030576
2008,11,2008M11,10701.5,Níquel,Dólar por Tonelada Métrica (USD/t),92.87005482036503
2008,12,2008M12,9686.43,Níquel,Dólar por Tonelada Métrica (USD/t),84.06104612564859
2009,1,2009M01,11306.91,Níquel,Dólar por Tonelada Métrica (USD/t),98.12394071381895
2009,2,2009M02,10408.75,Níquel,Dólar por Tonelada Métrica (USD/t),90.32950363140442
2009,3,2009M03,9696.36,Níquel,Dólar por Tonelada Métrica (USD/t),84.14722092771991
2009,4,2009M04,11166.0,Níquel,Dólar por Tonelada Métrica (USD/t),96.90109163427519
2009,5,2009M05,12634.74,Níquel,Dólar por Tonelada Métrica (USD/t),109.64715193580888
2009,6,2009M06,14960.46,Níquel,Dólar por Tonelada Métrica (USD/t),129.8302798988813
2009,7,2009M07,15984.57,Níquel,Dólar por Tonelada Métrica (USD/t),138.71773977292548
2009,8,2009M08,19641.75,Níquel,Dólar por Tonelada Métrica (USD/t),170.45558092490816
2009,9,2009M09,17473.18,Níquel,Dólar por Tonelada Métrica (USD/t),151.63623646087984
2009,10,2009M10,18525.23,Níquel,Dólar por Tonelada Métrica (USD/t),160.76616601970477
2009,11,2009M11,16991.19,Níquel,Dólar por Tonelada Métrica (USD/t),147.45341744271718
2009,12,2009M12,17066.43,Níquel,Dólar por Tonelada Métrica (USD/t),148.10636730252043
2010,1,2010M01,18439.25,Níquel,Dólar por Tonelada Métrica (USD/t),160.02001199331082
2010,2,2010M02,18976.0,Níquel,Dólar por Tonelada Métrica (USD/t),164.67805076589698
2010,3,2010M03,22461.3,Níquel,Dólar por Tonelada Métrica (USD/t),194.92427812331587
2010,4,2010M04,26030.75,Níquel,Dólar por Tonelada Métrica (USD/t),225.90077835025153
2010,5,2010M05,22008.16,Níquel,Dólar por Tonelada Métrica (USD/t),190.99182597723353
2010,6,2010M06,19388.64,Níquel,Dólar por Tonelada Métrica (USD/t),168.2590346860087
2010,7,2010M07,19517.5,Níquel,Dólar por Tonelada Métrica (USD/t),169.37731112054144
2010,8,2010M08,21413.33,Níquel,Dólar por Tonelada Métrica (USD/t),185.8297557339221
2010,9,2010M09,22643.41,Níquel,Dólar por Tonelada Métrica (USD/t),196.5046701882915
2010,10,2010M10,23807.38,Níquel,Dólar por Tonelada Métrica (USD/t),206.60586700268766
2010,11,2010M11,22909.32,Níquel,Dólar por Tonelada Métrica (USD/t),198.81229774305328
2010,12,2010M12,24111.19,Níquel,Dólar por Tonelada Métrica (USD/t),209.2423993911355
2011,1,2011M01,25646.25,Níquel,Dólar por Tonelada Métrica (USD/t),222.56399976048093
2011,2,2011M02,28252.25,Níquel,Dólar por Tonelada Métrica (USD/t),245.17946141182617
2011,3,2011M03,26710.35,Níquel,Dólar por Tonelada Métrica (USD/t),231.79850196431687
2011,4,2011M04,26408.33,Níquel,Dólar por Tonelada Métrica (USD/t),229.17750360363408
2011,5,2011M05,24236.73,Níquel,Dólar por Tonelada Métrica (USD/t),210.3318641093665
2011,6,2011M06,22420.93,Níquel,Dólar por Tonelada Métrica (USD/t),194.57393806695947
2011,7,2011M07,23847.95,Níquel,Dólar por Tonelada Métrica (USD/t),206.9579427046044
2011,8,2011M08,21845.09,Níquel,Dólar por Tonelada Métrica (USD/t),189.57666736960311
2011,9,2011M09,20377.59,Níquel,Dólar por Tonelada Métrica (USD/t),176.84136807054358
2011,10,2011M10,19039.05,Níquel,Dólar por Tonelada Métrica (USD/t),165.22521302879696
2011,11,2011M11,17873.0,Níquel,Dólar por Tonelada Métrica (USD/t),155.10596550057318
2011,12,2011M12,18266.76,Níquel,Dólar por Tonelada Métrica (USD/t),158.52310447978797
2012,1,2012M01,19854.77,Níquel,Dólar por Tonelada Métrica (USD/t),172.3042170112357
2012,2,2012M02,20393.67,Níquel,Dólar por Tonelada Métrica (USD/t),176.98091397359562
2012,3,2012M03,18660.81,Níquel,Dólar por Tonelada Métrica (USD/t),161.94276014506525
2012,4,2012M04,17939.79,Níquel,Dólar por Tonelada Métrica (USD/t),155.6855843354517
2012,5,2012M05,17068.19,Níquel,Dólar por Tonelada Métrica (USD/t),148.12164098345147
2012,6,2012M06,16549.14,Níquel,Dólar por Tonelada Métrica (USD/t),143.6172068429562
2012,7,2012M07,16128.41,Níquel,Dólar por Tonelada Métrica (USD/t),139.96601605992836
2012,8,2012M08,15735.21,Níquel,Dólar por Tonelada Métrica (USD/t),136.55373688828257
2012,9,2012M09,17287.96,Níquel,Dólar por Tonelada Métrica (USD/t),150.0288551074408
2012,10,2012M10,17168.74,Níquel,Dólar por Tonelada Métrica (USD/t),148.99423678891688
2012,11,2012M11,16335.36,Níquel,Dólar por Tonelada Métrica (USD/t),141.76197530349933
2012,12,2012M12,17448.5,Níquel,Dólar por Tonelada Métrica (USD/t),151.42205779873282
2013,1,2013M01,17472.5,Níquel,Dólar por Tonelada Métrica (USD/t),151.63033526597468
2013,2,2013M02,17690.1,Níquel,Dólar por Tonelada Métrica (USD/t),153.51871763563418
2013,3,2013M03,16724.93,Níquel,Dólar por Tonelada Métrica (USD/t),145.1427525082248
2013,4,2013M04,15672.95,Níquel,Dólar por Tonelada Métrica (USD/t),136.013430425346
2013,5,2013M05,14947.96,Níquel,Dólar por Tonelada Métrica (USD/t),129.72180205135948
2013,6,2013M06,14280.28,Níquel,Dólar por Tonelada Métrica (USD/t),123.92752291269096
2013,7,2013M07,13750.32,Níquel,Dólar por Tonelada Métrica (USD/t),119.32840930687863
2013,8,2013M08,14314.93,Níquel,Dólar por Tonelada Métrica (USD/t),124.22822350602138
2013,9,2013M09,13801.39,Níquel,Dólar por Tonelada Métrica (USD/t),119.7716064007137
2013,10,2013M10,14117.65,Níquel,Dólar por Tonelada Métrica (USD/t),122.5161827252933
2013,11,2013M11,13684.01,Níquel,Dólar por Tonelada Métrica (USD/t),118.75295602134497
2013,12,2013M12,13924.55,Níquel,Dólar por Tonelada Métrica (USD/t),120.84041693677649
2014,1,2014M01,14101.25,Níquel,Dólar por Tonelada Métrica (USD/t),122.37385978934469
2014,2,2014M02,14203.55,Níquel,Dólar por Tonelada Métrica (USD/t),123.26164249346311
2014,3,2014M03,15678.1,Níquel,Dólar por Tonelada Métrica (USD/t),136.05812329852495
2014,4,2014M04,17373.6,Níquel,Dólar por Tonelada Métrica (USD/t),150.77205853638216
2014,5,2014M05,19401.08,Níquel,Dólar por Tonelada Métrica (USD/t),168.3669918398624
2014,6,2014M06,18628.81,Níquel,Dólar por Tonelada Métrica (USD/t),161.66505685540946
2014,7,2014M07,19117.65,Níquel,Dólar por Tonelada Métrica (USD/t),165.90732173401406
2014,8,2014M08,18600.2,Níquel,Dólar por Tonelada Métrica (USD/t),161.41677275800154
2014,9,2014M09,18034.8,Níquel,Dólar por Tonelada Métrica (USD/t),156.51010275889539
2014,10,2014M10,15812.37,Níquel,Dólar por Tonelada Métrica (USD/t),137.22334894546515
2014,11,2014M11,15807.05,Níquel,Dólar por Tonelada Métrica (USD/t),137.17718077355988
2014,12,2014M12,15962.05,Níquel,Dólar por Tonelada Métrica (USD/t),138.5223060828302
2015,1,2015M01,14849.19,Níquel,Dólar por Tonelada Métrica (USD/t),128.86465349138123
2015,2,2015M02,14573.84,Níquel,Dólar por Tonelada Métrica (USD/t),126.47510346617096
2015,3,2015M03,13755.5,Níquel,Dólar por Tonelada Métrica (USD/t),119.37336252689165
2015,4,2015M04,12830.92,Níquel,Dólar por Tonelada Métrica (USD/t),111.34964666595506
2015,5,2015M05,13511.34,Níquel,Dólar por Tonelada Métrica (USD/t),117.25448642681782
2015,6,2015M06,12825.23,Níquel,Dólar por Tonelada Métrica (USD/t),111.30026754976312
2015,7,2015M07,11413.1,Níquel,Dólar por Tonelada Métrica (USD/t),99.04548172408616
2015,8,2015M08,10386.0,Níquel,Dólar por Tonelada Métrica (USD/t),90.13207394891475
2015,9,2015M09,9937.55,Níquel,Dólar por Tonelada Métrica (USD/t),86.24032269122257
2015,10,2015M10,10316.83,Níquel,Dólar por Tonelada Métrica (USD/t),89.5318009318681
2015,11,2015M11,9244.33,Níquel,Dólar por Tonelada Métrica (USD/t),80.2244016144975
2015,12,2015M12,8707.79,Níquel,Dólar por Tonelada Métrica (USD/t),75.5681852697497
2016,1,2016M01,8507.29,Níquel,Dólar por Tonelada Métrica (USD/t),73.8282005955
2016,2,2016M02,8298.5,Níquel,Dólar por Tonelada Métrica (USD/t),72.01627341277384
2016,3,2016M03,8717.25,Níquel,Dólar por Tonelada Métrica (USD/t),75.6502813047542
2016,4,2016M04,8878.86,Níquel,Dólar por Tonelada Métrica (USD/t),77.05276969979407
2016,5,2016M05,8660.35,Níquel,Dólar por Tonelada Métrica (USD/t),75.15649014283495
2016,6,2016M06,8928.35,Níquel,Dólar por Tonelada Métrica (USD/t),77.48225519370239
2016,7,2016M07,10262.86,Níquel,Dólar por Tonelada Métrica (USD/t),89.06343697740797
2016,8,2016M08,10335.99,Níquel,Dólar por Tonelada Métrica (USD/t),89.69807577654952
2016,9,2016M09,10191.78,Níquel,Dólar por Tonelada Métrica (USD/t),88.44658854526
2016,10,2016M10,10259.74,Níquel,Dólar por Tonelada Métrica (USD/t),89.03636090666652
2016,11,2016M11,11128.91,Níquel,Dólar por Tonelada Métrica (USD/t),96.57921616510848
2016,12,2016M12,10972.27,Níquel,Dólar por Tonelada Métrica (USD/t),95.21985856224329
2017,1,2017M01,9971.46,Níquel,Dólar por Tonelada Métrica (USD/t),86.53460139597972
2017,2,2017M02,10643.3,Níquel,Dólar por Tonelada Métrica (USD/t),92.3649819623035
2017,3,2017M03,10204.66,Níquel,Dólar por Tonelada Métrica (USD/t),88.55836411934645
2017,4,2017M04,9609.28,Níquel,Dólar por Tonelada Métrica (USD/t),83.39152085074403
2017,5,2017M05,9155.12,Níquel,Dólar por Tonelada Métrica (USD/t),79.4502169123039
2017,6,2017M06,8931.76,Níquel,Dólar por Tonelada Métrica (USD/t),77.51184795050634
2017,7,2017M07,9491.39,Níquel,Dólar por Tonelada Métrica (USD/t),82.3684445751964
2017,8,2017M08,10889.98,Níquel,Dólar por Tonelada Métrica (USD/t),94.50572719643776
2017,9,2017M09,11215.79,Níquel,Dólar por Tonelada Métrica (USD/t),97.33318059652403
2017,10,2017M10,11335.77,Níquel,Dólar por Tonelada Métrica (USD/t),98.37439436817729
2017,11,2017M11,11972.0,Níquel,Dólar por Tonelada Métrica (USD/t),103.89574324248096
2017,12,2017M12,11495.11,Níquel,Dólar por Tonelada Métrica (USD/t),99.7571831861072
2018,1,2018M01,12864.88,Níquel,Dólar por Tonelada Métrica (USD/t),111.64435928210227
2018,2,2018M02,13595.88,Níquel,Dólar por Tonelada Métrica (USD/t),117.98814380517726
2018,3,2018M03,13392.5,Níquel,Dólar por Tonelada Métrica (USD/t),116.22316583485852
2018,4,2018M04,13938.1,Níquel,Dólar por Tonelada Métrica (USD/t),120.95800692349015
2018,5,2018M05,14366.49,Níquel,Dólar por Tonelada Métrica (USD/t),124.67567293147933
2018,6,2018M06,15105.65,Níquel,Dólar por Tonelada Métrica (USD/t),131.09027179341652
2018,7,2018M07,13793.86,Níquel,Dólar por Tonelada Métrica (USD/t),119.70625934536656
2018,8,2018M08,13411.35,Níquel,Dólar por Tonelada Métrica (USD/t),116.38675042892142
2018,9,2018M09,12510.35,Níquel,Dólar por Tonelada Métrica (USD/t),108.56766717954993
2018,10,2018M10,12314.91,Níquel,Dólar por Tonelada Métrica (USD/t),106.87159433797706
2018,11,2018M11,11239.72,Níquel,Dólar por Tonelada Métrica (USD/t),97.54085058781975
2018,12,2018M12,10835.08,Níquel,Dólar por Tonelada Métrica (USD/t),94.029292490122
2019,1,2019M01,11523.09,Níquel,Dólar por Tonelada Métrica (USD/t),100.0
2019,2,2019M02,12685.23,Níquel,Dólar por Tonelada Métrica (USD/t),110.08531565751893
2019,3,2019M03,13026.27,Níquel,Dólar por Tonelada Métrica (USD/t),113.04493846702577
2019,4,2019M04,12772.79,Níquel,Dólar por Tonelada Métrica (USD/t),110.84518128383966
2019,5,2019M05,12016.31,Níquel,Dólar por Tonelada Métrica (USD/t),104.28027551637624
2019,6,2019M06,11943.94,Níquel,Dólar por Tonelada Métrica (USD/t),103.65223217036403
2019,7,2019M07,13546.3,Níquel,Dólar por Tonelada Métrica (USD/t),117.55787727076677
2019,8,2019M08,15748.64,Níquel,Dólar por Tonelada Métrica (USD/t),136.67028548765998
2019,9,2019M09,17656.88,Níquel,Dólar por Tonelada Métrica (USD/t),153.23042690806025
2019,10,2019M10,17046.22,Níquel,Dólar por Tonelada Métrica (USD/t),147.9309803186472
2019,11,2019M11,15171.81,Níquel,Dólar por Tonelada Métrica (USD/t),131.6644233447799
2019,12,2019M12,13829.42,Níquel,Dólar por Tonelada Métrica (USD/t),120.01485712599657
2020,1,2020M01,13506.86,Níquel,Dólar por Tonelada Métrica (USD/t),117.215607966266
2020,2,2020M02,12715.55,Níquel,Dólar por Tonelada Métrica (USD/t),110.34843952446782
2020,3,2020M03,11846.23,Níquel,Dólar por Tonelada Métrica (USD/t),102.8042825318556
2020,4,2020M04,11804.01,Níquel,Dólar por Tonelada Métrica (USD/t),102.43788775406597
2020,5,2020M05,12179.61,Níquel,Dólar por Tonelada Métrica (USD/t),105.69743011640107
2020,6,2020M06,12727.15,Níquel,Dólar por Tonelada Métrica (USD/t),110.44910696696806
2020,7,2020M07,13402.3,Níquel,Dólar por Tonelada Métrica (USD/t),116.30821246731561
2020,8,2020M08,14537.75,Níquel,Dólar por Tonelada Métrica (USD/t),126.161906224806
2020,9,2020M09,14857.49,Níquel,Dólar por Tonelada Métrica (USD/t),128.93668278213568
2020,10,2020M10,15239.36,Níquel,Dólar por Tonelada Métrica (USD/t),132.25063763278771
2020,11,2020M11,15807.73,Níquel,Dólar por Tonelada Métrica (USD/t),137.18308196846505
2020,12,2020M12,16823.04,Níquel,Dólar por Tonelada Métrica (USD/t),145.99417343785393
2021,1,2021M01,17863.18,Níquel,Dólar por Tonelada Métrica (USD/t),155.02074530356006
2021,2,2021M02,18584.38,Níquel,Dólar por Tonelada Métrica (USD/t),161.27948319417794
2021,3,2021M03,16406.66,Níquel,Dólar por Tonelada Métrica (USD/t),142.38073294576367
2021,4,2021M04,16521.25,Níquel,Dólar por Tonelada Métrica (USD/t),143.37517106956554
2021,5,2021M05,17577.06,Níquel,Dólar por Tonelada Métrica (USD/t),152.53773076492504
2021,6,2021M06,17979.57,Níquel,Dólar por Tonelada Métrica (USD/t),156.03080423740508
2021,7,2021M07,18818.51,Níquel,Dólar por Tonelada Métrica (USD/t),163.3113166694003
2021,8,2021M08,19141.3,Níquel,Dólar por Tonelada Métrica (USD/t),166.1125618215253
2021,9,2021M09,19376.88,Níquel,Dólar por Tonelada Métrica (USD/t),168.1569787270602
2021,10,2021M10,19362.39,Níquel,Dólar por Tonelada Métrica (USD/t),168.0312312062129
2021,11,2021M11,19932.86,Níquel,Dólar por Tonelada Métrica (USD/t),172.9818998202739
2021,12,2021M12,20015.55,Níquel,Dólar por Tonelada Métrica (USD/t),173.69950247720013
2022,1,2022M01,22355.4,Níquel,Dólar por Tonelada Métrica (USD/t),194.0052537991112
2022,2,2022M02,24015.55,Níquel,Dólar por Tonelada Métrica (USD/t),208.41241368417673
2022,3,2022M03,33924.18,Níquel,Dólar por Tonelada Métrica (USD/t),294.40176202737285
2022,4,2022M04,33132.74,Níquel,Dólar por Tonelada Métrica (USD/t),287.53346541596045
2022,5,2022M05,28062.55,Níquel,Dólar por Tonelada Métrica (USD/t),243.5332015978353
2022,6,2022M06,25658.63,Níquel,Dólar por Tonelada Métrica (USD/t),222.6714362206665
2022,7,2022M07,21481.89,Níquel,Dólar por Tonelada Métrica (USD/t),186.42473503200964
2022,8,2022M08,22057.39,Níquel,Dólar por Tonelada Métrica (USD/t),191.4190551319134
2022,9,2022M09,22773.97,Níquel,Dólar por Tonelada Métrica (USD/t),197.63769961008722
2022,10,2022M10,22032.89,Níquel,Dólar por Tonelada Métrica (USD/t),191.20643855077066
2022,11,2022M11,25562.7,Níquel,Dólar por Tonelada Métrica (USD/t),221.83893382764518
2022,12,2022M12,28946.81,Níquel,Dólar por Tonelada Métrica (USD/t),251.2070113138056
2023,1,2023M01,28194.61,Níquel,Dólar por Tonelada Métrica (USD/t),244.67924836133363
2023,2,2023M02,26727.95,Níquel,Dólar por Tonelada Métrica (USD/t),231.95123877362755
2023,3,2023M03,23288.61,Níquel,Dólar por Tonelada Métrica (USD/t),202.10386276597686
2023,4,2023M04,23894.56,Níquel,Dólar por Tonelada Métrica (USD/t),207.3624349024437
2023,5,2023M05,21970.39,Níquel,Dólar por Tonelada Métrica (USD/t),190.66404931316166
2023,6,2023M06,21233.28,Níquel,Dólar por Tonelada Métrica (USD/t),184.26724081821803
2023,7,2023M07,21091.26,Níquel,Dólar por Tonelada Métrica (USD/t),183.0347589058143
2023,8,2023M08,20438.65,Níquel,Dólar por Tonelada Métrica (USD/t),177.37126066011808
2023,9,2023M09,19644.64,Níquel,Dólar por Tonelada Métrica (USD/t),170.4806610032552
2023,10,2023M10,18281.23,Níquel,Dólar por Tonelada Métrica (USD/t),158.64867843607922
2023,11,2023M11,17027.36,Níquel,Dólar por Tonelada Métrica (USD/t),147.76730894230627
2023,12,2023M12,16460.84,Níquel,Dólar por Tonelada Métrica (USD/t),142.85091932806216
2024,1,2024M01,16103.83,Níquel,Dólar por Tonelada Métrica (USD/t),139.7527052205615
2024,2,2024M02,16338.46,Níquel,Dólar por Tonelada Métrica (USD/t),141.78887780968472
2024,3,2024M03,17438.83,Níquel,Dólar por Tonelada Métrica (USD/t),151.33813933588996
2024,4,2024M04,18163.95,Níquel,Dólar por Tonelada Métrica (USD/t),157.63089587949065
2024,5,2024M05,19586.98,Níquel,Dólar por Tonelada Métrica (USD/t),169.98027438820662
2024,6,2024M06,17498.01,Níquel,Dólar por Tonelada Métrica (USD/t),151.85171685719715
2024,7,2024M07,16334.88,Níquel,Dólar por Tonelada Métrica (USD/t),141.7578097541545
2024,8,2024M08,16292.12,Níquel,Dólar por Tonelada Métrica (USD/t),141.38672873335193
2024,9,2024M09,16076.74,Níquel,Dólar por Tonelada Métrica (USD/t),139.51761202941225
2024,10,2024M10,16765.8,Níquel,Dólar por Tonelada Métrica (USD/t),145.49743167848206
2024,11,2024M11,15723.06,Níquel,Dólar por Tonelada Métrica (USD/t),136.44829642049137
2024,12,2024M12,15444.89,Níquel,Dólar por Tonelada Métrica (USD/t),134.03427379288019
2025,1,2025M01,15394.14,Níquel,Dólar por Tonelada Métrica (USD/t),133.5938537319417
2025,2,2025M02,15288.09,Níquel,Dólar por Tonelada Métrica (USD/t),132.67352767356672
2025,3,2025M03,16065.69,Níquel,Dólar por Tonelada Métrica (USD/t),139.421717612203
2025,4,2025M04,15113.29,Níquel,Dólar por Tonelada Métrica (USD/t),131.15657345382186
2025,5,2025M05,15345.79,Níquel,Dólar por Tonelada Métrica (USD/t),133.17426141772737
2025,6,2025M06,15003.11,Níquel,Dólar por Tonelada Métrica (USD/t),130.2004063146257
2025,7,2025M07,15034.02,Níquel,Dólar por Tonelada Métrica (USD/t),130.4686503359776
2025,8,2025M08,14949.25,Níquel,Dólar por Tonelada Métrica (USD/t),129.73299696522375
2025,9,2025M09,15105.64,Níquel,Dólar por Tonelada Métrica (USD/t),131.0901850111385
2025,10,2025M10,15092.12,Níquel,Dólar por Tonelada Métrica (USD/t),130.97285537125893
2025,11,2025M11,14670.77,Níquel,Dólar por Tonelada Métrica (USD/t),127.31628408699403
2025,12,2025M12,14883.99,Níquel,Dólar por Tonelada Métrica (USD/t),129.1666558188819
2026,1,2026M01,17768.5,Níquel,Dólar por Tonelada Métrica (USD/t),154.19909069529095
2026,2,2026M02,17173.1,Níquel,Dólar por Tonelada Métrica (USD/t),149.03207386213245
2026,3,2026M03,17076.29,Níquel,Dólar por Tonelada Métrica (USD/t),148.1919346286456
2026,4,2026M04,17961.6,Níquel,Dólar por Tonelada Métrica (USD/t),155.87485648380772
1990,1,1990M01,1297.0,Zinc (Zn),Dólar por Tonelada Métrica (USD/t),50.472817838658216
1990,2,1990M02,1396.8,Zinc (Zn),Dólar por Tonelada Métrica (USD/t),54.3565396738919
1990,3,1990M03,1607.4,Zinc (Zn),Dólar por Tonelada Métrica (USD/t),62.55204887730086
1990,4,1990M04,1685.6,Zinc (Zn),Dólar por Tonelada Métrica (USD/t),65.59520566603105
